Attendance (%),Assignment Completion (%),Test Score (25%),Practical Score (25%),Exam Score (50%),Performance,Age,Gender,Marital Status,Children (if Married),Mother Education,Father Education,Guardian (Sponsor),Extracurricular Activities,Online Time (Daily),Family Relationship,Free Time Activities,Alcoholic Consumption,Religious Programs (Weekly),Computer/Laptop Access (for Practicals)
94,97,11,14,48,A,21,Male,Married,0,Bachelor's Degree,Master's Degree,Uncle,Yes,0,Average,Socializing,Moderate,6,Yes
76,88,21,22,15,C,21,Female,Engaged,0,College,Bachelor's Degree,Aunty,Yes,0,Average,Reading,Moderate,5,Yes
94,79,24,10,27,B,20,Female,Married,3,High School,Doctorate,Father,No,9,Good,Sports,Low,0,No
98,93,15,21,20,C,20,Female,Engaged,0,Doctorate,Doctorate,Mother,Yes,9,Average,Reading,Moderate,6,No
85,91,24,23,24,A,22,Male,Engaged,0,Doctorate,Master's Degree,Aunty,No,4,Poor,Socializing,Moderate,7,Yes
85,96,25,8,41,A,25,Female,Married,3,College,High School,Uncle,Yes,9,Poor,Socializing,High,0,Yes
88,94,10,19,39,B,23,Female,Married,1,Doctorate,Bachelor's Degree,Mother,No,4,Poor,Socializing,Moderate,4,No
76,90,17,18,47,A,23,Male,Single,0,High School,Bachelor's Degree,Uncle,Yes,0,Poor,Socializing,Moderate,0,No
94,79,25,11,38,A,19,Male,Married,1,Master's Degree,College,Sister,No,8,Good,Sports,Moderate,0,Yes
82,80,13,12,40,B,25,Male,Single,0,College,College,Aunty,Yes,0,Average,Watching TV,Low,1,No
82,78,15,22,34,A,20,Female,Engaged,0,College,High School,Mother,No,0,Poor,Watching TV,Moderate,3,Yes
71,61,25,10,12,D,22,Male,Married,2,High School,College,Uncle,Yes,5,Good,Watching TV,Moderate,4,Yes
83,91,19,19,45,A,18,Female,Single,0,Master's Degree,High School,Brother,No,5,Average,Watching TV,High,1,No
69,60,11,18,8,E,21,Male,Married,0,Bachelor's Degree,Bachelor's Degree,Uncle,Yes,3,Average,Socializing,Low,0,Yes
81,80,22,17,48,A,18,Female,Married,3,High School,Bachelor's Degree,Uncle,No,7,Good,Reading,High,7,No
89,77,20,19,49,A,24,Male,Single,0,Bachelor's Degree,Master's Degree,Father,Yes,7,Good,Watching TV,Low,6,Yes
81,99,15,20,29,B,25,Female,Married,5,College,College,Uncle,No,4,Average,Watching TV,High,7,No
98,86,10,18,34,B,22,Male,Engaged,0,Bachelor's Degree,Doctorate,Sister,No,2,Good,Socializing,High,7,Yes
98,91,24,15,26,B,20,Male,Single,0,High School,High School,Aunty,Yes,8,Average,Reading,Low,2,Yes
75,84,25,8,44,A,20,Male,Engaged,0,Bachelor's Degree,Doctorate,Father,Yes,7,Good,Socializing,Moderate,1,Yes
72,60,21,12,8,D,25,Female,Engaged,0,Bachelor's Degree,High School,Uncle,Yes,8,Good,Socializing,Low,0,Yes
77,94,22,17,26,B,24,Female,Single,0,College,Bachelor's Degree,Uncle,Yes,0,Poor,Sports,High,4,Yes
88,95,24,14,37,A,21,Male,Single,0,High School,High School,Sister,No,8,Poor,Reading,Low,6,No
75,68,15,17,16,D,20,Male,Single,0,High School,Master's Degree,Aunty,Yes,6,Good,Reading,Low,2,Yes
89,82,20,23,20,B,23,Male,Single,0,Bachelor's Degree,Master's Degree,Father,Yes,2,Average,Watching TV,Moderate,3,No
92,93,20,9,42,A,18,Male,Engaged,0,Master's Degree,College,Aunty,Yes,7,Average,Watching TV,High,3,Yes
87,91,13,8,50,A,21,Male,Single,0,College,Bachelor's Degree,Brother,No,4,Poor,Socializing,Low,6,No
65,63,20,14,14,D,19,Female,Engaged,0,College,Bachelor's Degree,Aunty,No,4,Good,Socializing,Low,6,Yes
84,86,24,20,22,B,20,Male,Single,0,High School,College,Mother,Yes,3,Poor,Reading,High,5,Yes
94,78,12,11,47,A,22,Female,Engaged,0,Bachelor's Degree,Doctorate,Brother,Yes,5,Poor,Socializing,Moderate,5,Yes
78,97,25,12,28,B,23,Male,Engaged,0,Master's Degree,Master's Degree,Mother,Yes,5,Poor,Watching TV,High,0,Yes
97,87,14,17,31,B,20,Male,Engaged,0,Doctorate,Doctorate,Brother,Yes,9,Average,Socializing,Low,1,Yes
99,84,9,19,31,C,23,Female,Married,3,College,College,Mother,No,0,Average,Reading,High,2,No
96,79,8,18,29,C,21,Female,Engaged,0,Doctorate,High School,Mother,Yes,0,Good,Socializing,Low,3,Yes
61,69,8,23,17,D,20,Female,Married,2,College,Bachelor's Degree,Sister,No,7,Poor,Socializing,Moderate,2,No
64,71,13,24,11,D,21,Male,Married,0,College,Doctorate,Father,Yes,4,Average,Watching TV,Moderate,6,Yes
77,80,22,11,46,A,19,Female,Married,1,Master's Degree,Master's Degree,Brother,No,2,Good,Sports,High,2,Yes
79,81,16,15,24,C,25,Female,Married,1,High School,High School,Brother,Yes,2,Poor,Watching TV,Moderate,3,No
95,81,23,9,35,B,22,Male,Single,0,High School,High School,Sister,No,0,Average,Sports,High,5,Yes
75,71,14,9,22,D,23,Female,Married,3,Doctorate,Bachelor's Degree,Mother,Yes,9,Poor,Socializing,High,0,No
75,94,23,22,22,B,24,Female,Engaged,0,High School,High School,Uncle,No,8,Average,Watching TV,High,1,Yes
93,87,11,9,38,C,19,Female,Engaged,0,Doctorate,College,Aunty,No,7,Poor,Socializing,High,4,Yes
81,76,25,23,44,A,21,Male,Engaged,0,College,Doctorate,Mother,Yes,9,Average,Sports,High,3,No
77,80,18,18,29,B,22,Female,Married,4,Bachelor's Degree,High School,Sister,Yes,2,Good,Socializing,Low,0,Yes
89,83,24,18,29,A,20,Male,Engaged,0,High School,Bachelor's Degree,Aunty,No,6,Good,Sports,Low,1,No
97,81,23,17,49,A,23,Female,Engaged,0,Doctorate,Bachelor's Degree,Aunty,Yes,8,Poor,Socializing,High,1,No
83,95,10,20,32,B,21,Male,Married,5,Bachelor's Degree,High School,Aunty,No,6,Poor,Socializing,Low,1,Yes
90,98,18,8,45,A,23,Male,Married,1,College,Doctorate,Brother,Yes,7,Poor,Watching TV,High,2,Yes
60,67,17,21,10,D,23,Male,Engaged,0,Master's Degree,High School,Sister,No,7,Poor,Reading,Moderate,4,Yes
61,68,14,8,19,D,18,Female,Engaged,0,Bachelor's Degree,College,Brother,No,5,Average,Watching TV,High,4,No
76,79,25,13,50,A,19,Female,Married,4,Bachelor's Degree,Doctorate,Uncle,No,6,Poor,Reading,High,2,Yes
95,80,20,17,26,B,18,Female,Married,4,College,Doctorate,Uncle,No,5,Average,Watching TV,Moderate,0,No
83,77,17,17,20,C,25,Male,Single,0,College,Master's Degree,Uncle,No,2,Average,Socializing,Moderate,2,No
76,91,15,25,19,C,19,Male,Engaged,0,College,High School,Brother,No,8,Good,Sports,Moderate,6,Yes
77,90,16,9,33,C,23,Male,Single,0,Doctorate,College,Mother,No,0,Poor,Sports,Moderate,0,Yes
82,79,9,16,46,A,19,Male,Engaged,0,College,College,Brother,Yes,8,Average,Socializing,High,6,Yes
85,87,16,24,21,B,21,Female,Married,5,High School,Master's Degree,Sister,No,5,Good,Watching TV,Moderate,5,Yes
75,88,17,25,42,A,19,Female,Engaged,0,Master's Degree,Doctorate,Brother,No,1,Good,Watching TV,High,1,No
99,84,24,25,31,A,21,Male,Single,0,Doctorate,Doctorate,Brother,Yes,4,Poor,Watching TV,High,5,Yes
70,68,18,9,11,E,18,Male,Single,0,Bachelor's Degree,College,Father,No,4,Average,Socializing,Low,5,Yes
93,92,18,21,19,C,22,Female,Engaged,0,Doctorate,Master's Degree,Mother,Yes,0,Poor,Reading,High,4,No
89,97,18,20,18,C,21,Female,Engaged,0,Master's Degree,High School,Mother,Yes,1,Average,Watching TV,Low,6,No
63,71,20,11,13,D,19,Female,Single,0,College,Doctorate,Mother,No,0,Good,Reading,Moderate,6,Yes
92,87,22,16,41,A,20,Male,Married,4,Doctorate,High School,Mother,Yes,6,Good,Watching TV,Low,5,Yes
67,74,10,20,10,D,21,Male,Single,0,Doctorate,College,Uncle,No,7,Good,Reading,Low,5,No
71,70,14,8,9,E,24,Female,Married,3,College,High School,Uncle,Yes,7,Good,Watching TV,Low,2,No
87,92,10,24,27,B,19,Male,Engaged,0,High School,High School,Uncle,No,8,Average,Socializing,Moderate,2,No
80,79,19,11,45,A,18,Female,Married,3,High School,College,Sister,No,0,Good,Watching TV,High,1,Yes
79,78,14,15,31,B,22,Male,Engaged,0,Master's Degree,Doctorate,Mother,Yes,1,Good,Sports,Moderate,4,No
91,91,12,10,33,C,25,Male,Engaged,0,Master's Degree,Doctorate,Brother,No,5,Average,Watching TV,Moderate,1,No
93,83,19,25,23,B,20,Male,Single,0,Master's Degree,College,Uncle,No,7,Poor,Watching TV,Low,4,No
66,74,8,15,26,D,20,Male,Engaged,0,Master's Degree,Doctorate,Brother,No,8,Good,Reading,Moderate,4,No
93,95,22,25,8,C,20,Male,Engaged,0,High School,Bachelor's Degree,Aunty,No,2,Good,Sports,Moderate,3,No
62,61,14,8,24,D,25,Female,Single,0,College,High School,Uncle,Yes,2,Good,Reading,Moderate,0,Yes
68,64,10,17,18,D,25,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Sister,Yes,9,Average,Sports,High,1,Yes
86,83,9,22,20,C,24,Female,Single,0,Doctorate,High School,Father,Yes,4,Good,Reading,Low,2,Yes
77,75,24,12,34,A,22,Male,Single,0,College,Master's Degree,Brother,Yes,8,Good,Socializing,Low,2,Yes
98,99,11,20,50,A,25,Female,Married,1,High School,Doctorate,Mother,No,6,Average,Socializing,Moderate,6,No
78,88,24,24,36,A,22,Male,Married,0,College,Bachelor's Degree,Sister,Yes,0,Poor,Socializing,High,0,Yes
70,67,23,13,11,D,22,Female,Married,2,Bachelor's Degree,High School,Uncle,No,3,Average,Sports,Moderate,6,Yes
78,84,13,18,32,B,20,Male,Married,4,Bachelor's Degree,Bachelor's Degree,Uncle,No,3,Average,Socializing,High,4,No
65,69,13,12,15,D,25,Male,Married,3,Bachelor's Degree,Doctorate,Sister,No,1,Poor,Watching TV,High,4,No
85,84,15,18,50,A,20,Female,Single,0,Bachelor's Degree,Doctorate,Aunty,No,7,Poor,Sports,Moderate,2,Yes
64,73,18,21,10,D,19,Male,Engaged,0,High School,Bachelor's Degree,Mother,No,0,Poor,Watching TV,Moderate,6,Yes
91,86,23,20,41,A,19,Male,Single,0,Doctorate,College,Mother,No,2,Good,Reading,Moderate,2,No
92,89,13,22,24,C,19,Female,Engaged,0,Bachelor's Degree,Master's Degree,Sister,Yes,4,Good,Socializing,High,0,No
81,78,18,14,30,B,24,Female,Engaged,0,High School,Master's Degree,Sister,Yes,9,Average,Reading,Moderate,1,Yes
82,78,18,19,33,A,21,Male,Engaged,0,Master's Degree,High School,Brother,No,6,Average,Sports,Low,3,Yes
93,97,14,21,32,B,21,Female,Single,0,College,High School,Mother,No,0,Average,Reading,High,7,Yes
84,90,23,23,32,A,25,Male,Married,3,College,Master's Degree,Aunty,No,4,Average,Reading,High,3,Yes
80,79,9,17,35,B,21,Male,Married,5,Master's Degree,College,Sister,No,5,Poor,Socializing,High,3,Yes
63,72,8,11,27,D,22,Male,Single,0,High School,Master's Degree,Uncle,Yes,3,Good,Reading,Moderate,4,Yes
65,63,11,10,12,E,19,Female,Married,1,High School,Bachelor's Degree,Father,Yes,9,Poor,Socializing,Moderate,3,Yes
94,84,18,13,43,A,23,Male,Single,0,High School,Bachelor's Degree,Brother,No,1,Average,Reading,High,3,Yes
92,88,17,21,35,A,22,Female,Single,0,College,Doctorate,Father,No,3,Good,Sports,Moderate,1,No
78,90,18,25,42,A,20,Female,Engaged,0,Doctorate,Bachelor's Degree,Sister,Yes,2,Poor,Socializing,Low,3,No
94,89,22,20,47,A,18,Female,Engaged,0,High School,Doctorate,Uncle,No,4,Average,Sports,Low,7,No
93,79,18,25,39,A,18,Male,Engaged,0,Doctorate,College,Aunty,No,1,Good,Watching TV,High,0,No
96,75,20,23,14,C,20,Female,Married,0,Bachelor's Degree,Doctorate,Sister,Yes,6,Poor,Reading,Moderate,3,No
97,86,9,18,42,B,24,Female,Single,0,Bachelor's Degree,High School,Brother,Yes,7,Poor,Sports,Moderate,7,No
72,63,21,14,14,D,24,Female,Married,5,High School,Bachelor's Degree,Father,Yes,8,Average,Reading,Moderate,4,No
84,88,14,21,50,A,21,Male,Married,2,High School,Bachelor's Degree,Father,Yes,3,Good,Watching TV,Low,3,No
92,94,21,8,46,A,23,Female,Single,0,Master's Degree,High School,Mother,No,9,Poor,Socializing,Moderate,5,Yes
93,86,16,13,48,A,19,Male,Single,0,Doctorate,Master's Degree,Uncle,Yes,5,Average,Watching TV,High,2,No
95,99,25,16,33,A,22,Male,Engaged,0,High School,High School,Father,Yes,0,Good,Socializing,Low,6,Yes
99,90,13,24,49,A,18,Female,Single,0,College,College,Father,Yes,6,Good,Sports,Moderate,5,No
60,71,24,13,12,D,25,Male,Single,0,Bachelor's Degree,Doctorate,Father,Yes,9,Average,Socializing,Low,7,Yes
70,62,8,9,15,E,23,Female,Married,0,Doctorate,Bachelor's Degree,Uncle,No,2,Average,Reading,Moderate,4,No
75,95,8,25,23,C,25,Male,Engaged,0,High School,College,Father,Yes,6,Good,Socializing,High,0,Yes
91,91,22,19,32,A,18,Male,Married,3,College,Master's Degree,Father,No,0,Average,Socializing,Moderate,0,Yes
67,60,12,15,11,E,19,Female,Single,0,Master's Degree,College,Sister,Yes,2,Poor,Watching TV,Moderate,0,No
76,94,10,21,44,A,24,Male,Engaged,0,College,Bachelor's Degree,Uncle,Yes,1,Poor,Watching TV,High,2,Yes
76,81,25,21,31,A,18,Male,Married,4,College,Bachelor's Degree,Uncle,Yes,0,Average,Socializing,High,0,Yes
90,79,13,15,37,B,18,Female,Engaged,0,Bachelor's Degree,College,Aunty,No,6,Average,Watching TV,Moderate,0,No
73,64,20,14,9,D,22,Female,Single,0,Doctorate,Doctorate,Father,No,8,Good,Reading,High,7,Yes
89,78,14,14,34,B,21,Male,Married,3,Bachelor's Degree,High School,Sister,No,9,Good,Sports,High,2,No
97,99,19,22,24,B,20,Female,Single,0,Master's Degree,Doctorate,Uncle,No,6,Poor,Sports,Low,5,No
90,75,20,22,16,C,18,Male,Married,1,College,Bachelor's Degree,Aunty,Yes,3,Good,Reading,High,6,No
66,73,10,22,17,D,19,Male,Married,1,College,College,Brother,No,1,Average,Watching TV,High,0,No
90,81,14,23,49,A,20,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Sister,No,5,Average,Socializing,Moderate,3,No
70,73,12,10,18,D,24,Male,Engaged,0,High School,College,Mother,No,5,Good,Reading,Low,0,No
92,91,23,19,39,A,24,Female,Single,0,Bachelor's Degree,College,Mother,No,2,Poor,Watching TV,Low,1,No
82,92,8,19,37,B,24,Female,Engaged,0,Doctorate,High School,Sister,Yes,8,Average,Watching TV,Low,0,Yes
75,94,12,10,34,C,23,Female,Single,0,College,Doctorate,Sister,Yes,4,Good,Sports,Moderate,4,No
69,74,12,9,18,E,23,Female,Engaged,0,Doctorate,Doctorate,Father,Yes,3,Poor,Reading,High,5,Yes
99,80,19,8,33,B,23,Male,Married,2,Master's Degree,College,Sister,Yes,2,Good,Watching TV,Low,0,Yes
84,82,12,20,45,A,19,Female,Single,0,College,Doctorate,Father,Yes,3,Poor,Watching TV,Low,1,No
83,82,10,8,48,B,24,Male,Engaged,0,College,Doctorate,Sister,Yes,6,Average,Socializing,Moderate,5,No
69,64,14,17,18,D,25,Female,Married,2,Doctorate,High School,Aunty,No,2,Poor,Watching TV,Low,2,No
84,90,12,23,25,B,22,Female,Single,0,High School,Doctorate,Sister,Yes,1,Good,Watching TV,Low,4,No
65,65,15,12,14,D,18,Male,Married,3,Master's Degree,Doctorate,Brother,No,2,Average,Socializing,Low,2,No
63,75,14,14,17,D,21,Female,Married,5,Bachelor's Degree,College,Brother,No,9,Average,Socializing,High,3,Yes
60,67,12,20,11,D,19,Female,Married,2,Bachelor's Degree,Doctorate,Aunty,No,9,Average,Watching TV,Moderate,2,Yes
74,71,9,8,14,E,20,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Aunty,No,3,Poor,Sports,Low,1,Yes
81,78,18,19,37,A,25,Male,Engaged,0,Doctorate,College,Sister,No,9,Average,Watching TV,Low,4,No
77,91,10,20,23,C,23,Male,Engaged,0,High School,Master's Degree,Sister,Yes,3,Poor,Reading,Low,7,No
85,91,22,19,34,A,23,Female,Single,0,College,Doctorate,Father,No,7,Good,Socializing,Moderate,7,Yes
75,91,14,25,20,C,19,Male,Engaged,0,High School,Doctorate,Brother,No,9,Poor,Reading,Moderate,7,No
87,82,12,15,24,C,22,Female,Married,5,Bachelor's Degree,High School,Mother,No,5,Poor,Watching TV,High,3,No
60,63,15,24,9,D,23,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Mother,No,6,Poor,Reading,High,5,Yes
99,77,12,24,37,A,25,Male,Engaged,0,Master's Degree,Bachelor's Degree,Father,Yes,0,Good,Watching TV,Low,5,No
99,91,18,21,18,C,24,Male,Single,0,Master's Degree,Bachelor's Degree,Mother,Yes,7,Average,Watching TV,High,7,No
64,65,8,18,8,E,23,Female,Engaged,0,Bachelor's Degree,High School,Father,No,4,Average,Reading,High,0,No
86,84,13,16,23,C,22,Female,Engaged,0,High School,High School,Mother,No,0,Poor,Watching TV,Low,4,Yes
93,82,25,24,42,A,19,Female,Engaged,0,Master's Degree,Doctorate,Sister,No,3,Poor,Reading,Low,3,No
74,64,21,10,17,D,24,Female,Single,0,College,Master's Degree,Sister,Yes,0,Good,Reading,Moderate,6,Yes
82,85,13,15,45,A,20,Female,Single,0,High School,High School,Father,No,5,Poor,Watching TV,Low,2,No
96,82,19,13,19,C,19,Male,Married,2,Doctorate,Doctorate,Father,No,6,Average,Reading,High,1,No
61,67,10,14,16,D,18,Female,Single,0,Master's Degree,Bachelor's Degree,Uncle,Yes,2,Average,Socializing,High,2,Yes
81,93,11,13,42,B,19,Male,Married,5,Bachelor's Degree,Bachelor's Degree,Mother,No,9,Average,Reading,Low,7,No
99,93,19,18,15,C,19,Female,Engaged,0,College,Bachelor's Degree,Sister,No,8,Good,Socializing,Moderate,0,Yes
88,77,25,21,15,B,25,Female,Married,0,Bachelor's Degree,College,Brother,No,4,Good,Sports,Moderate,0,Yes
80,90,12,16,33,B,20,Female,Single,0,Master's Degree,Bachelor's Degree,Aunty,Yes,9,Average,Reading,High,6,Yes
84,90,17,16,41,A,20,Female,Single,0,Doctorate,College,Brother,No,2,Good,Watching TV,Moderate,7,No
82,91,13,24,36,A,25,Female,Engaged,0,High School,Master's Degree,Sister,No,1,Good,Watching TV,Moderate,7,Yes
91,97,21,16,36,A,23,Male,Engaged,0,High School,Master's Degree,Aunty,Yes,7,Poor,Reading,Moderate,5,Yes
81,77,10,22,41,A,23,Male,Engaged,0,Doctorate,Master's Degree,Uncle,Yes,6,Average,Watching TV,Low,2,No
70,68,19,12,18,D,21,Male,Engaged,0,Bachelor's Degree,Master's Degree,Mother,No,4,Good,Watching TV,Low,3,Yes
99,76,12,10,42,B,24,Female,Engaged,0,Master's Degree,College,Aunty,Yes,6,Poor,Reading,Low,6,No
89,91,12,15,29,C,24,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Mother,No,0,Good,Watching TV,Low,0,Yes
78,84,10,21,36,B,20,Female,Engaged,0,Doctorate,Master's Degree,Mother,Yes,8,Average,Sports,Low,5,No
89,88,13,21,28,B,19,Female,Single,0,High School,Bachelor's Degree,Mother,Yes,1,Average,Watching TV,Moderate,5,No
98,97,19,9,50,A,24,Female,Single,0,College,College,Brother,No,7,Poor,Socializing,Moderate,3,No
72,61,13,8,27,D,21,Female,Engaged,0,High School,Doctorate,Mother,No,5,Poor,Socializing,Low,0,No
93,93,17,20,22,C,22,Female,Single,0,High School,High School,Brother,Yes,2,Average,Watching TV,Low,2,Yes
89,92,17,11,25,C,22,Female,Engaged,0,College,Master's Degree,Mother,Yes,4,Average,Socializing,High,7,Yes
88,98,11,9,45,B,25,Male,Engaged,0,Doctorate,Bachelor's Degree,Father,No,7,Poor,Watching TV,High,1,Yes
66,74,15,8,10,E,18,Male,Married,2,Master's Degree,College,Sister,No,8,Average,Socializing,Moderate,4,Yes
61,70,16,10,19,D,22,Male,Engaged,0,Bachelor's Degree,High School,Sister,No,1,Poor,Sports,High,7,No
92,80,21,15,43,A,19,Male,Engaged,0,High School,Master's Degree,Brother,No,1,Average,Reading,Low,7,No
79,89,10,9,37,C,21,Female,Engaged,0,Bachelor's Degree,Doctorate,Brother,Yes,8,Poor,Reading,High,1,Yes
84,86,10,18,33,B,20,Male,Engaged,0,Doctorate,Bachelor's Degree,Mother,No,7,Good,Sports,High,7,No
72,60,23,8,11,D,24,Male,Married,4,Doctorate,High School,Aunty,Yes,0,Average,Watching TV,Low,4,No
84,80,14,15,34,B,18,Female,Single,0,Doctorate,High School,Brother,Yes,9,Average,Reading,Moderate,4,No
71,70,13,11,8,E,20,Male,Married,4,College,Bachelor's Degree,Aunty,No,4,Good,Socializing,Low,4,Yes
75,62,10,13,11,E,18,Male,Single,0,Doctorate,Doctorate,Aunty,No,2,Poor,Reading,Low,2,No
93,92,13,10,38,B,22,Female,Married,5,Master's Degree,Doctorate,Father,No,3,Good,Sports,Moderate,3,No
90,81,19,8,36,B,25,Male,Married,1,High School,High School,Uncle,No,4,Poor,Socializing,Moderate,3,No
75,71,8,21,18,D,19,Male,Engaged,0,High School,Doctorate,Father,No,8,Poor,Sports,Moderate,7,Yes
83,83,20,15,18,C,20,Female,Married,4,Bachelor's Degree,Bachelor's Degree,Father,Yes,5,Good,Reading,High,7,Yes
68,71,24,10,8,D,24,Male,Single,0,College,Doctorate,Aunty,Yes,0,Average,Reading,High,2,Yes
76,88,11,13,27,C,24,Female,Engaged,0,Doctorate,High School,Brother,No,7,Poor,Socializing,Low,0,Yes
88,79,19,19,37,A,21,Female,Engaged,0,Doctorate,Master's Degree,Uncle,No,4,Good,Sports,Moderate,2,Yes
60,73,14,21,12,D,23,Male,Engaged,0,High School,Bachelor's Degree,Uncle,No,3,Good,Socializing,High,2,No
71,69,11,13,14,E,20,Female,Single,0,College,Master's Degree,Aunty,Yes,2,Poor,Reading,High,6,No
97,82,9,15,44,B,25,Female,Married,4,Bachelor's Degree,Bachelor's Degree,Uncle,Yes,4,Poor,Reading,High,6,No
98,90,19,17,24,B,18,Male,Single,0,Bachelor's Degree,Doctorate,Uncle,No,7,Average,Watching TV,High,2,Yes
73,72,12,14,10,E,19,Female,Engaged,0,Bachelor's Degree,Master's Degree,Father,Yes,1,Poor,Sports,High,4,No
81,95,11,21,23,C,20,Male,Single,0,Master's Degree,College,Sister,Yes,8,Good,Sports,Moderate,5,No
96,80,18,24,29,A,19,Male,Engaged,0,High School,Doctorate,Aunty,No,1,Poor,Watching TV,Low,1,No
84,93,8,17,41,B,20,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Uncle,Yes,1,Poor,Socializing,High,1,Yes
99,84,24,19,17,B,25,Male,Engaged,0,Bachelor's Degree,Master's Degree,Uncle,No,5,Good,Watching TV,Moderate,3,Yes
94,97,15,23,20,C,21,Female,Engaged,0,College,Bachelor's Degree,Mother,No,2,Poor,Watching TV,Moderate,5,Yes
70,66,12,16,13,D,20,Male,Single,0,College,Master's Degree,Uncle,Yes,5,Good,Watching TV,Low,2,Yes
83,96,10,24,19,C,25,Female,Single,0,Master's Degree,Doctorate,Father,Yes,8,Average,Socializing,High,4,No
86,95,23,12,29,B,24,Female,Engaged,0,College,High School,Sister,No,2,Poor,Reading,Moderate,4,No
90,88,23,8,36,B,25,Female,Married,2,Master's Degree,College,Father,No,5,Good,Watching TV,Low,6,No
83,96,15,17,41,A,24,Male,Married,3,College,Master's Degree,Mother,No,9,Average,Reading,Low,1,No
83,96,24,11,27,B,25,Female,Single,0,High School,Bachelor's Degree,Father,No,3,Good,Reading,Moderate,2,No
28,20,12,9,8,F,24,Male,Engaged,0,College,Doctorate,Uncle,No,9,Poor,Socializing,Moderate,7,No
97,92,17,17,38,A,24,Male,Engaged,0,College,Doctorate,Brother,No,2,Good,Watching TV,Low,3,Yes
64,75,24,12,12,D,25,Female,Married,3,Master's Degree,Bachelor's Degree,Father,No,7,Average,Watching TV,Low,6,Yes
86,93,8,21,41,A,23,Male,Single,0,College,Master's Degree,Father,Yes,4,Poor,Reading,Moderate,6,Yes
72,64,17,14,18,D,18,Female,Married,5,Master's Degree,High School,Sister,No,9,Poor,Watching TV,Low,4,No
93,96,18,20,33,A,22,Female,Engaged,0,College,Bachelor's Degree,Uncle,No,2,Average,Watching TV,Low,2,Yes
60,60,12,18,11,D,21,Female,Married,1,Bachelor's Degree,Doctorate,Sister,No,3,Poor,Watching TV,High,0,Yes
80,86,19,13,27,C,22,Female,Single,0,College,College,Brother,Yes,2,Good,Socializing,High,6,No
95,88,15,20,20,C,23,Male,Married,4,Doctorate,Doctorate,Brother,Yes,4,Average,Reading,Low,5,No
70,67,19,11,12,D,20,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Brother,Yes,7,Poor,Reading,Low,3,No
85,92,20,20,30,A,19,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Uncle,Yes,1,Poor,Watching TV,Moderate,2,No
97,86,16,14,22,C,21,Male,Engaged,0,Doctorate,Master's Degree,Mother,Yes,4,Average,Socializing,High,3,Yes
94,88,11,20,48,A,23,Male,Engaged,0,Bachelor's Degree,College,Sister,No,7,Average,Sports,Low,0,Yes
96,82,15,15,30,B,20,Female,Single,0,College,Bachelor's Degree,Aunty,Yes,9,Poor,Watching TV,Moderate,1,Yes
82,97,22,22,39,A,23,Male,Married,1,College,Doctorate,Sister,Yes,5,Poor,Sports,High,5,Yes
96,76,23,20,17,B,21,Female,Married,4,Master's Degree,Master's Degree,Sister,No,1,Good,Watching TV,Moderate,2,Yes
